progrnumber,actual_stop_id,stop_lat,stop_lon,stop_id,stop_name
1,807,53.35155651,-6.297700386,8220DB000807,"Arbour Hill, Phoenix Park Gate"
2,808,53.35399467,-6.295349826,8220DB000808,"Cabra East, North Circular Road (O'Devaney Gardens)"
3,809,53.35526074,-6.2933763460000005,8220DB000809,"Cabra East, North Circular Road (Oxmanstown Road)"
4,810,53.35709986,-6.289997641,8220DB000810,"Arbour Hill, Ellesmare Avenue"
5,811,53.35767215,-6.287285447,8220DB000811,"Cabra East, North Circular Road"
6,812,53.35826636,-6.284226744,8220DB000812,"Cabra East, Grangegorman Hospital"
7,813,53.35919005,-6.280959374,8220DB000813,"Cabra East, North Circular Road (Charleville Road)"
8,814,53.36054002,-6.276097049,8220DB000814,"Phibsborough, North Circular Road (Cabra Road)"
9,81,53.36087575,-6.271966627,8220DB000081,"Phibsborough, North Circular Road (Phibsborough Road)"
10,817,53.35964622,-6.269612437999999,8220DB000817,"Phibsborough, Mater Hospital,  Berkeley Road"
11,818,53.35848112,-6.269223945,8220DB000818,"Phibsborough, O'Connell Avenue"
12,819,53.35630402,-6.265991986,8220DB000819,"Phibsborough, Blessington Court"
13,264,53.3535353,-6.2622586270000005,8220DB000264,"Dublin, Gaelscoil Cholaiste Mhuire"
14,6059,53.35020756,-6.260260969,8220DB006059,"Dublin, Millennium Spire"
15,334,53.34658116,-6.258125591000001,8220DB000334,"Dublin City South, D'Olier Street"
16,406,53.34261644,-6.256214637999999,8220DB000406,"Trinity College, Northern Ireland Tourist Board"
17,747,53.3399308,-6.255723519,8220DB000747,"Dublin City South, Archbishop Statue"
18,842,53.33725198,-6.256313389,8220DB000842,"Stephen's Green, Saint Stephen's Green"
19,845,53.33545345,-6.256251617999999,8220DB000845,"Dublin City South, Leeson Street"
20,846,53.33345373,-6.2541109079999995,8220DB000846,"Dublin City South, Lower Leeson Street"
21,847,53.33160145,-6.25221962,8220DB000847,"Dublin City South, Upper Leeson Street (Mespil Road)"
22,848,53.32972799,-6.248887998,8220DB000848,"Dublin City South, Sussex Road"
23,2795,53.32852998,-6.246264621,8220DB002795,"Dublin City South, Upper Leeson Street"
24,756,53.32639976,-6.242598747000001,8220DB000756,"Donnybrook, Bloomfield Avenue"
25,757,53.32408134,-6.23958651,8220DB000757,"Donnybrook, Morehampton Road"
26,758,53.32268694,-6.23767738,8220DB000758,"Donnybrook, Donnybrook Fire Station"
27,759,53.32034885,-6.233345517,8220DB000759,"Donnybrook, Old Wesley Rugby Football Club"
28,760,53.31833019,-6.230561956,8220DB000760,"Donnybrook, Church of the Sacred Heart"
29,761,53.316100399999996,-6.227487214,8220DB000761,"Donnybrook, R.T.E. Television Studios"
30,762,53.31451706,-6.2243709439999995,8220DB000762,RTE
31,763,53.31232014,-6.221100319,8220DB000763,"Donnybrook, Belfield Court"
32,2007,53.30887459,-6.21608121,8250DB002007,"Booterstown, Woodbine Road"
33,2008,53.305600399999996,-6.211115757000001,8250DB002008,"Booterstown, Stillorgan Road"
34,2009,53.30332206,-6.207834882,8250DB002009,Radisson Hotel Stillorgan Road
35,2010,53.29889724,-6.20467441,8250DB002010,"Mount Merrion, Stillorgan Road"
36,435,53.29598904,-6.203746226,8250DB000435,"Mount Merrion, Stillorgan Road (Mount Merrion Ave)"
37,7353,53.29349573,-6.201720633,8250DB007353,"Stillorgan, Priory Grove"
38,4571,53.28897905,-6.194875357999999,8250DB004571,"Stillorgan, Stillorgan Road (Stillorgan Park)"
39,2013,53.28531453,-6.194459898,8250DB002013,"Galloping Green, Saint John of God's Hospital"
40,2014,53.28211826,-6.192914933,8250DB002014,"Galloping Green, Beechwood Court"
41,4636,53.28069152,-6.19011069,8250DB004636,"Galloping Green, Laurleen Estate"
42,2016,53.27820873,-6.184067149,8250DB002016,"Deansgrange, Stillorgan Road (Newtownpark Ave)"
43,2015,53.27553484,-6.179067107000001,8250DB002015,"Deansgrange, Knockshinna Estate"
44,2017,53.27419654,-6.175015407,8250DB002017,"Deansgrange, Foxrock Church"
45,2018,53.27445925,-6.1722151510000005,8250DB002018,"Deansgrange, Kill Lane (Foxrock Court)"
46,2019,53.27581612,-6.169847953,8250DB002019,"Deansgrange, Kill Lane (Foxrock)"
47,2020,53.27705203,-6.166631012000001,8250DB002020,"Deansgrange, Beech Park Avenue"
48,2021,53.27817755,-6.164423368,8250DB002021,"Deansgrange, Kill Lane (Foxrock Close)"
49,2022,53.28010267,-6.161611409,8250DB002022,"Deansgrange, Kill Lane"
50,4565,53.281342200000005,-6.155154305,8250DB004565,"Kill of The Grange, Rosepark"
51,4566,53.28192408,-6.152099718,8250DB004566,"Kill of The Grange, Fire Station"
52,4567,53.28292892,-6.147346988,8250DB004567,"Kill of The Grange, Kill Avenue"
53,2031,53.2861123,-6.145709336,8250DB002031,"Dun Laoghaire, Mounttown Park"
54,2032,53.28952384,-6.144871561,8250DB002032,"Dun Laoghaire, Kendal House"
55,2033,53.29147824,-6.1433917739999995,8250DB002033,"Dun Laoghaire, Knapton Court"
56,2034,53.29273634,-6.142797155,8250DB002034,"Dun Laoghaire, Vesey Place"
57,2035,53.29577235,-6.142665422,8250DB002035,"Dun Laoghaire, Crofton House"
58,2036,53.29579273,-6.13820879,8250DB002036,"Dun Laoghaire, Crofton Avenue"
