progrnumber,actual_stop_id,stop_lat,stop_lon,stop_id,stop_name
1,7571,53.38677565,-6.258724957999999,8220DB007571,The Helix
2,207,53.38482163,-6.249874782999999,8220DB000207,"Whitehall, Larkhill Road"
3,208,53.38665393,-6.2479504079999995,8220DB000208,"Whitehall, Glendun Road"
4,209,53.38727111,-6.245910447000001,8220DB000209,"Whitehall, Glentow Estate"
5,210,53.38759408,-6.248317728,8220DB000210,"Whitehall, Crestfield Road"
6,211,53.38428086,-6.249160331000001,8220DB000211,"Whitehall (Dublin City), Saint Aidan's School"
7,212,53.38319564,-6.246258397999999,8220DB000212,"Whitehall, Collins Avenue West ( Larkhill Road)"
8,213,53.38153105,-6.244913767999999,8220DB000213,"Whitehall, Iveragh Road"
9,214,53.37940848,-6.246654552000001,8220DB000214,"Whitehall, Highfield Hospital"
10,4432,53.37720747,-6.248563719,8220DB004432,"Whitehall, Swords Road (Griffith Downs)"
11,119,53.37519048,-6.250765745,8220DB000119,"Drumcondra, Upper Drumcondra Road (Griffith Avenue)"
12,44,53.37301741,-6.252132303,8220DB000044,"Drumcondra (Dublin), Homefarm Road"
14,45,53.36999011,-6.254089717,8220DB000045,"Drumcondra, Upper Drumcondra Road"
15,46,53.36715074,-6.2553779689999995,8220DB000046,"Drumcondra (Dublin), Botanic Avenue"
16,47,53.36391612,-6.257298257,8220DB000047,"Drumcondra, Near Train Station"
17,48,53.36232903,-6.258790465,8220DB000048,"Summerhill (Dublin City), Lower Drumcondra Road"
18,49,53.36003184,-6.260897458,8220DB000049,"Ballybough, Lower Dorset Street"
19,51,53.35798985,-6.263249251,8220DB000051,Upper Dorset St (Temple Street)
20,52,53.35679465,-6.2644997479999995,8220DB000052,"Phibsborough, Upper Dorset St (St.Joseph's Parade)"
21,265,53.35336157,-6.262055381000001,8220DB000265,"Dublin, Gate Theatre"
22,271,53.34859636,-6.25948542,8220DB000271,"Dublin, Lower O'Connell Street"
23,340,53.34601281,-6.256136099,8220DB000340,"Dublin City South, Pearse Street Garda Station"
24,350,53.34563194,-6.24976825,8220DB000350,"Dublin City South, Lower Sandwith Street"
25,2809,53.34303571,-6.2498595770000005,8220DB002809,"Pearse Station, Outside Train Station"
26,2810,53.34079491,-6.250897489,8220DB002810,Merrion Square West
27,2811,53.3393595,-6.252307818999999,8220DB002811,"Dublin City South, Upr Merrion Street (Opp. Natural History Museum)"
28,843,53.33700243,-6.2564587210000004,8220DB000843,"Stephen's Green, Saint Stephen's Green"
29,1013,53.33548151,-6.257556881,8220DB001013,"Dublin City South, Saint Stephen's Green House"
