progrnumber,actual_stop_id,stop_lat,stop_lon,stop_id,stop_name
1,3088,53.45272708,-6.237100369,8240DB003088,"Rathingle, River Valley Heights"
2,3704,53.4532573,-6.23953282,8240DB003704,"Rathingle, Cherry Garth Estate"
3,3705,53.45281307,-6.24415882,8240DB003705,"Rathingle, Rathingle Road (Brookdale Drive)"
5,6015,53.44833576,-6.2385770670000005,8240DB006015,"Rathingle, Cherry Avenue"
6,5029,53.44553624,-6.235245306,8240DB005029,"Rathingle, Boroimhe Estate"
7,5028,53.44464753,-6.231066825,8240DB005028,"Rathingle, Boroimhe Maples"
8,7115,53.44497578,-6.227138925,8240DB007115,"Swords, Airside Retail Park"
9,6310,53.44356734,-6.211044234,8240DB006310,"Drinan, Link Road"
10,6311,53.44342396,-6.209273847,8240DB006311,Holywell Distributor Road M1 Airside
11,4924,53.46825585,-6.22056525,8240DB004924,"Swords, Glen Ellan Estate (Business Park)"
12,4958,53.46499706,-6.217207196,8240DB004958,"Swords, F.A.S"
13,3752,53.462413500000004,-6.218143822999999,8240DB003752,"Swords, Fingalians GAA Club"
14,3751,53.46089301,-6.21864426,8240DB003751,"Swords, Carnegie Court"
15,7114,53.46024312,-6.216050981,8240DB007114,"Swords, Seatown Villas"
16,4495,53.34618678,-6.256970115,8220DB004495,"Dublin City South, Hawkin's Street"
17,2809,53.34303571,-6.2498595770000005,8220DB002809,"Pearse Station, Outside Train Station"
18,2810,53.34079491,-6.250897489,8220DB002810,Merrion Square West
19,842,53.33725198,-6.256313389,8220DB000842,"Stephen's Green, Saint Stephen's Green"
20,845,53.33545345,-6.256251617999999,8220DB000845,"Dublin City South, Leeson Street"
21,846,53.33345373,-6.2541109079999995,8220DB000846,"Dublin City South, Lower Leeson Street"
31,846,53.33345373,-6.2541109079999995,8220DB000846,"Dublin City South, Lower Leeson Street"
22,847,53.33160145,-6.25221962,8220DB000847,"Dublin City South, Upper Leeson Street (Mespil Road)"
32,847,53.33160145,-6.25221962,8220DB000847,"Dublin City South, Upper Leeson Street (Mespil Road)"
27,758,53.32268694,-6.23767738,8220DB000758,"Donnybrook, Donnybrook Fire Station"
37,758,53.32268694,-6.23767738,8220DB000758,"Donnybrook, Donnybrook Fire Station"
28,759,53.32034885,-6.233345517,8220DB000759,"Donnybrook, Old Wesley Rugby Football Club"
38,759,53.32034885,-6.233345517,8220DB000759,"Donnybrook, Old Wesley Rugby Football Club"
29,760,53.31833019,-6.230561956,8220DB000760,"Donnybrook, Church of the Sacred Heart"
39,760,53.31833019,-6.230561956,8220DB000760,"Donnybrook, Church of the Sacred Heart"
30,762,53.31451706,-6.2243709439999995,8220DB000762,RTE
40,762,53.31451706,-6.2243709439999995,8220DB000762,RTE
33,848,53.32972799,-6.248887998,8220DB000848,"Dublin City South, Sussex Road"
23,848,53.32972799,-6.248887998,8220DB000848,"Dublin City South, Sussex Road"
34,2795,53.32852998,-6.246264621,8220DB002795,"Dublin City South, Upper Leeson Street"
24,2795,53.32852998,-6.246264621,8220DB002795,"Dublin City South, Upper Leeson Street"
35,756,53.32639976,-6.242598747000001,8220DB000756,"Donnybrook, Bloomfield Avenue"
25,756,53.32639976,-6.242598747000001,8220DB000756,"Donnybrook, Bloomfield Avenue"
36,757,53.32408134,-6.23958651,8220DB000757,"Donnybrook, Morehampton Road"
26,757,53.32408134,-6.23958651,8220DB000757,"Donnybrook, Morehampton Road"
41,763,53.31232014,-6.221100319,8220DB000763,"Donnybrook, Belfield Court"
42,763,53.31232014,-6.221100319,8220DB000763,"Donnybrook, Belfield Court"
4,733,53.44943329,-6.240473923,8240DB000733,"Rathingle, Rathingle Road"
